file,path,prediction,energy
140.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/140.jpg,usable,-1.2816564
480.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/480.jpg,unusable,-1.3122734
759.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/759.jpg,usable,-1.2737252
389.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/389.jpg,usable,-1.3132316
5.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/5.jpg,usable,-1.3132616
155.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/155.jpg,usable,-1.3128685
432.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/432.jpg,usable,-1.2433097
600.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/600.jpg,unusable,-1.3131776
710.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/710.jpg,usable,-1.31326
578.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/578.jpg,usable,-1.3132616
444.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/444.jpg,unusable,-1.3129554
838.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/838.jpg,unusable,-1.1933012
779.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/779.jpg,usable,-1.3003173
951.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/951.jpg,usable,-1.30635
763.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/763.jpg,usable,-1.3132616
839.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/839.jpg,usable,-1.308481
748.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/748.jpg,usable,-1.3132209
927.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/927.jpg,usable,-1.3132598
863.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/863.jpg,usable,-1.3094803
988.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/988.jpg,unusable,-1.206128
475.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/475.jpg,usable,-1.3132615
66.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/66.jpg,usable,-1.3129208
996.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/996.jpg,usable,-1.2994612
258.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/258.jpg,unusable,-1.2564808
151.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/151.jpg,unusable,-1.1967118
815.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/815.jpg,unusable,-1.2874883
153.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/153.jpg,usable,-1.3132589
882.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/882.jpg,unusable,-1.3127756
885.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/885.jpg,usable,-1.3132616
137.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/137.jpg,unusable,-1.3080702
909.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/909.jpg,usable,-1.2923658
238.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/238.jpg,usable,-1.276261
367.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/367.jpg,usable,-1.3132616
249.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/249.jpg,usable,-1.2042737
706.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/706.jpg,usable,-1.2889841
837.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/837.jpg,usable,-1.3132446
714.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/714.jpg,usable,-1.2913041
175.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/175.jpg,usable,-1.3130951
131.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/131.jpg,usable,-1.3132612
77.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/77.jpg,usable,-1.3132542
51.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/51.jpg,usable,-1.3079743
709.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/709.jpg,usable,-1.3103842
551.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/551.jpg,usable,-1.3132616
386.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/386.jpg,usable,-1.289663
546.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/546.jpg,usable,-1.3132591
112.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/112.jpg,unusable,-1.2077894
298.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/298.jpg,usable,-1.281549
799.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/799.jpg,usable,-1.3128561
344.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/344.jpg,usable,-1.3131385
279.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/279.jpg,usable,-1.2415712
231.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/231.jpg,usable,-1.193235
769.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/769.jpg,usable,-1.3129371
655.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/655.jpg,usable,-1.2118605
209.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/209.jpg,unusable,-1.2300439
794.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/794.jpg,usable,-1.3126968
537.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/537.jpg,usable,-1.3132615
817.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/817.jpg,usable,-1.3132266
692.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/692.jpg,unusable,-1.2069526
291.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/291.jpg,usable,-1.3065853
998.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/998.jpg,usable,-1.3130817
907.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/907.jpg,usable,-1.3126845
82.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/82.jpg,usable,-1.3122754
421.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/421.jpg,usable,-1.312
71.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/71.jpg,unusable,-1.2862027
616.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/616.jpg,usable,-1.2707304
720.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/720.jpg,usable,-1.301826
869.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/869.jpg,usable,-1.3132288
329.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/329.jpg,usable,-1.3130484
426.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/426.jpg,usable,-1.3071489
290.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/290.jpg,usable,-1.3130329
609.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/609.jpg,usable,-1.2140896
574.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/574.jpg,unusable,-1.3120399
314.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/314.jpg,usable,-1.3132473
982.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/982.jpg,unusable,-1.2586672
958.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/958.jpg,usable,-1.313261
878.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/878.jpg,usable,-1.3081664
402.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/402.jpg,unusable,-1.3127799
380.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/380.jpg,usable,-1.2987583
434.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/434.jpg,unusable,-1.1931794
376.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/376.jpg,usable,-1.3132241
41.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/41.jpg,unusable,-1.3058842
729.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/729.jpg,usable,-1.3132561
865.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/865.jpg,unusable,-1.2628675
915.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/915.jpg,usable,-1.3132527
674.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/674.jpg,usable,-1.3026007
939.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/939.jpg,unusable,-1.2424756
824.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/824.jpg,usable,-1.3118285
518.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/518.jpg,usable,-1.3132616
239.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/239.jpg,usable,-1.3132555
558.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/558.jpg,usable,-1.3061906
196.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/196.jpg,usable,-1.3104204
260.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/260.jpg,usable,-1.2927129
12.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/12.jpg,usable,-1.312894
303.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/303.jpg,usable,-1.2165902
103.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/103.jpg,usable,-1.3130862
792.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/792.jpg,usable,-1.3110105
523.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/523.jpg,usable,-1.3132616
967.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/967.jpg,unusable,-1.313257
948.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/948.jpg,usable,-1.3132582
102.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/102.jpg,usable,-1.3132411
382.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/382.jpg,usable,-1.3132396
772.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/772.jpg,usable,-1.3123909
673.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/673.jpg,usable,-1.3132616
928.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/928.jpg,usable,-1.307963
829.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/829.jpg,usable,-1.3132535
535.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/535.jpg,usable,-1.3119274
809.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/809.jpg,usable,-1.3132594
943.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/943.jpg,usable,-1.3132616
80.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/80.jpg,unusable,-1.2057633
647.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/647.jpg,usable,-1.3121798
325.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/325.jpg,usable,-1.3132429
487.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/487.jpg,usable,-1.3079792
390.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/390.jpg,usable,-1.3132614
751.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/751.jpg,usable,-1.3093548
494.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/494.jpg,usable,-1.3129228
297.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/297.jpg,usable,-1.3132608
805.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/805.jpg,usable,-1.3132616
228.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/228.jpg,usable,-1.3130782
956.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/956.jpg,usable,-1.3129945
723.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/723.jpg,usable,-1.3132616
14.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/14.jpg,unusable,-1.31138
747.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/747.jpg,unusable,-1.313217
726.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/726.jpg,usable,-1.3132616
844.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/844.jpg,unusable,-1.2627087
868.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/868.jpg,usable,-1.3132585
254.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/254.jpg,usable,-1.3132616
221.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/221.jpg,usable,-1.3132555
624.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/624.jpg,unusable,-1.2094202
851.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/851.jpg,usable,-1.3132614
671.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/671.jpg,usable,-1.313242
993.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/993.jpg,usable,-1.3027709
94.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/94.jpg,usable,-1.3127493
216.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/216.jpg,usable,-1.3132616
971.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/971.jpg,usable,-1.3132616
113.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/113.jpg,usable,-1.3132616
964.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/964.jpg,usable,-1.3101238
767.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/767.jpg,usable,-1.3132598
888.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/888.jpg,unusable,-1.3068829
363.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/363.jpg,usable,-1.3126842
121.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/121.jpg,usable,-1.2862959
490.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/490.jpg,usable,-1.2039199
449.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/449.jpg,usable,-1.3132613
467.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/467.jpg,unusable,-1.3123305
618.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/618.jpg,unusable,-1.1964135
453.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/453.jpg,usable,-1.3084404
680.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/680.jpg,usable,-1.31256
585.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/585.jpg,usable,-1.3131937
342.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/342.jpg,usable,-1.313258
116.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/116.jpg,usable,-1.313261
398.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/398.jpg,usable,-1.3106647
272.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/272.jpg,usable,-1.3126798
36.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/36.jpg,usable,-1.3130908
821.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/821.jpg,usable,-1.3129351
312.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/312.jpg,usable,-1.3129092
92.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/92.jpg,usable,-1.311738
274.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/274.jpg,usable,-1.3132445
445.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/445.jpg,usable,-1.2299945
70.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/70.jpg,usable,-1.2156839
230.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/230.jpg,usable,-1.3132616
247.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/247.jpg,unusable,-1.3000829
22.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/22.jpg,unusable,-1.3126397
681.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/681.jpg,usable,-1.3132228
435.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/435.jpg,usable,-1.3064857
850.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/850.jpg,usable,-1.2648214
614.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/614.jpg,usable,-1.312615
687.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/687.jpg,usable,-1.3005171
377.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/377.jpg,unusable,-1.3132439
589.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/589.jpg,usable,-1.3120723
760.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/760.jpg,usable,-1.284209
716.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/716.jpg,usable,-1.312593
182.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/182.jpg,unusable,-1.3099512
160.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/160.jpg,usable,-1.3104928
243.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/243.jpg,unusable,-1.1932491
347.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/347.jpg,usable,-1.3125422
822.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/822.jpg,usable,-1.3132616
488.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/488.jpg,unusable,-1.2752157
428.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Jacobaea vulgaris/428.jpg,usable,-1.3124168
