file,path,prediction,energy
216.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/216.jpg,unusable,-1.3094108
217.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/217.jpg,unusable,-1.2226954
219.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/219.jpg,unusable,-1.3126407
22.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/22.jpg,usable,-1.2980009
220.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/220.jpg,unusable,-1.3125734
221.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/221.jpg,usable,-1.2786014
222.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/222.jpg,unusable,-1.1934514
223.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/223.jpg,unusable,-1.3132492
224.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/224.jpg,usable,-1.313129
225.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/225.jpg,usable,-1.2956575
226.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/226.jpg,usable,-1.2564973
227.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/227.jpg,usable,-1.3132612
229.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/229.jpg,usable,-1.3132408
23.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/23.jpg,usable,-1.2103648
230.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/230.jpg,unusable,-1.312541
231.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/231.jpg,unusable,-1.3130671
232.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/232.jpg,usable,-1.3132145
233.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/233.jpg,usable,-1.3039894
234.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/234.jpg,usable,-1.292666
235.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/235.jpg,unusable,-1.2898889
236.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/236.jpg,usable,-1.2258012
237.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/237.jpg,unusable,-1.2898718
238.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/238.jpg,unusable,-1.3132353
239.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/239.jpg,usable,-1.311998
24.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/24.jpg,usable,-1.3056501
240.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/240.jpg,usable,-1.2536849
241.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/241.jpg,usable,-1.2217927
242.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/242.jpg,unusable,-1.3131022
243.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/243.jpg,unusable,-1.3115288
244.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/244.jpg,unusable,-1.313196
245.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/245.jpg,usable,-1.3132614
246.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/246.jpg,usable,-1.3129611
247.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/247.jpg,usable,-1.310867
248.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/248.jpg,usable,-1.3130293
249.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/249.jpg,usable,-1.3130414
25.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/25.jpg,usable,-1.1957809
252.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/252.jpg,unusable,-1.3132604
253.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/253.jpg,unusable,-1.2582825
254.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/254.jpg,unusable,-1.3088752
255.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/255.jpg,usable,-1.3106121
256.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/256.jpg,unusable,-1.3131241
257.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/257.jpg,usable,-1.3125917
258.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/258.jpg,usable,-1.2564263
259.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/259.jpg,usable,-1.253804
26.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/26.jpg,usable,-1.2499952
260.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/260.jpg,usable,-1.3132124
261.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/261.jpg,unusable,-1.2961009
262.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/262.jpg,unusable,-1.240406
263.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/263.jpg,unusable,-1.2090269
264.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/264.jpg,usable,-1.3131318
265.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/265.jpg,usable,-1.3131727
266.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/266.jpg,unusable,-1.2264688
267.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/267.jpg,unusable,-1.2889466
268.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/268.jpg,usable,-1.3123236
269.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/269.jpg,usable,-1.3129282
27.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/27.jpg,usable,-1.2794137
270.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/270.jpg,usable,-1.1946344
271.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/271.jpg,unusable,-1.3005482
272.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/272.jpg,usable,-1.2869413
274.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/274.jpg,unusable,-1.2934256
275.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/275.jpg,usable,-1.2997825
276.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/276.jpg,unusable,-1.3132502
277.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/277.jpg,unusable,-1.3131641
278.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/278.jpg,unusable,-1.3131641
279.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/279.jpg,unusable,-1.2220144
28.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/28.jpg,usable,-1.3110979
280.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/280.jpg,usable,-1.2082227
281.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/281.jpg,usable,-1.3103356
282.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/282.jpg,unusable,-1.2998105
283.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/283.jpg,usable,-1.2227008
284.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/284.jpg,unusable,-1.2436423
286.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/286.jpg,usable,-1.2329438
287.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/287.jpg,usable,-1.2988149
288.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/288.jpg,unusable,-1.2821748
289.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/289.jpg,usable,-1.3119488
29.jpg,/home/ctristan/Documents/devlearning/PythonProjects/FieldGuidePrototype/training_data/Acer circinatum/29.jpg,usable,-1.2500579
